873.98,767.99,311.15,8.1231,10.097,10.096,9.161
892.32,756.72,307.51,29.49,40.388,6.1955,7.6237
898.74,749.13,303.48,18.806,25.242,6.565,12.572
843.99,766.4,312.37,130.59,28.915,4.6127,20.506
802.32,762.07,314.95,74.696,45.785,5.8739,17.325
765.05,749.24,302.18,102.64,31.633,17.138,18.915
739.54,745.59,303.27,88.669,28.401,8.7423,15.663
737.38,753.15,308.57,57.746,11.506,11.404,19.702
755.39,775.03,310.83,150.53,21.215,7.7435,21.654
822.49,751.52,303.26,216.36,23.305,8.5174,15.612
829.89,755.51,304.24,94.299,26.332,7.8248,19.873
824.01,773.98,310.23,37.581,10.563,7.3219,14.166
855.24,758.79,302.26,20.768,10.955,7.8697,8.356
869.6,747.81,300.33,38.489,22.812,9.6435,14.508
824.3,771.18,310.29,23.371,12.025,8.985,16.992
809.78,769.34,307.95,14,8.4546,13.822,11.412
836.62,750.27,300.18,19.695,23.198,13.174,13.325
825,753.76,306.74,16.848,15.826,4.1219,7.0018
815.77,769.53,313.06,70.135,16.336,8.9712,12.043
842.1,761.9,306.39,16.672,13.709,4.3821,17.46
855.31,747.45,299.03,40.855,23.173,12.486,19.223
827.94,768.92,302.14,25.785,17.557,9.233,7.9912
843.61,775.35,305.54,71.191,8.3522,10.492,15.777
892.87,754.73,301.25,41.632,5.3059,10.983,16.464
894.55,752.77,304.47,14.187,18.058,2.5819,13.168
874.08,771.49,315.23,18.608,8.9354,6.8502,10.16
888.56,760.47,307.63,23.396,17.995,9.5473,17
877.12,747.28,304.29,42.588,16.584,9.5741,19.285
825.69,770.04,308.71,41.038,11.832,6.1392,11.384
837.82,772.44,311.19,12.175,12.704,5.2169,10.001
883.18,747.98,309.63,23.486,19.885,6.5409,12.95
858.61,754.23,305.5,12.872,15.763,2.7764,9.3316
832.57,779.42,310.35,36.162,18.529,10.479,11.473
881,758.97,310.04,10.652,22.575,11.153,19.489
881.72,750.72,304.71,20.903,21.41,6.8325,16.384
859.57,769.05,314.23,76.214,50.024,6.8388,7.2834
893.57,765.73,310.66,60.565,7.2792,6.0032,12.775
888.38,749.83,304.37,50.502,20.613,10.356,12.623
839.32,759.35,311.02,5.7087,36.476,12.113,12.598
828.9,765.47,314.56,30.829,19.306,7.7698,22.088
847.82,752.41,305.15,18.269,27.891,9.2831,11.662
841.42,754.31,309.33,48.72,6.6675,5.4409,19.375
829.75,766.81,310.89,45.518,25.34,5.7519,15.66
862.74,756.84,306.38,40.268,14.953,7.4341,18.804
870.28,752.95,304.84,3.0888,13.197,3.6106,20.228
858.65,765.24,308.06,21.678,20.018,19.232,12.533
879.43,760.7,313.34,189.21,19.749,10.368,10.029
888.69,751.94,303.91,38.741,13.003,7.321,13.115
854.23,762.49,308.64,150.99,14.886,5.6326,11.524
841.45,776.35,315.92,18.84,11.091,6.6004,13.741
883.01,760.84,306.17,16.723,19.484,5.0933,8.2508
887.99,752.94,303.4,25.193,22.827,6.4041,17.386
880.61,770.16,310.8,14.532,23.139,6.4052,11.267
914,761.09,306.89,28.249,15.998,10.868,14.532
866.51,752.22,302.62,98.709,35.195,5.4414,15.572
772.05,748.12,307.56,35.49,18.826,2.2327,8.8866
709.45,763.63,315.23,217.4,61.587,10.867,14.588
727.62,777.15,306.04,196.62,26.177,3.7599,15.121
794.99,756.94,295.01,48.06,8.8724,6.6229,7.6841
859.86,752.16,298.26,55.61,10.31,7.7258,12.672
864.05,759.07,303.11,38.757,21.644,9.9689,10.1
888.06,764.75,308.45,71.135,17.457,9.5953,11.026
