780.95,795.2,294.26,271.83,34.117,10.384,23.398
811.54,798.43,283.53,141.45,12.702,7.1059,41.201
847.14,769.85,276.6,435.85,199.22,55.728,43.624
815.45,788.83,283.57,52.205,12.487,3.5508,28.536
824.31,803.51,288.1,44.406,24.158,7.2151,29.319
884.03,778.92,279.41,411.89,18.322,51.327,30.693
862,771.41,279.22,54.728,14.084,5.4759,28.211
796.5,798.06,291.46,87.971,14.04,11.987,13.043
816.55,782.66,284.48,349.36,14.062,41.471,20.627
821.29,786.67,284.63,611.8,62.598,24.383,49.159
847.56,785.32,285.34,219.72,120.17,56.209,34.913
829.31,778.53,285.07,514.28,174.72,23.006,56.547
823.49,788.52,290.65,595.74,147.44,46.394,33.078
814.44,763.86,280.45,147.69,29.047,4.0114,20.775
779.51,802.93,285.53,49.959,35.521,11.567,27.191
798.5,787.61,279.01,538.79,32.284,53.504,21.147
736.3,787.57,279.39,242.07,58.031,23.922,24.169
679.63,816.66,286.8,390.43,45.158,41.194,44.26
711.79,790.55,281.61,136.71,16.608,7.5371,26.02
725.29,785.89,272.24,14.403,14.388,5.7087,26.64
762.77,798.28,275.11,29.19,27.413,5.6115,22.098
857.87,787.63,278.84,154.73,72.822,7.9908,22.333
853.02,773.74,279.55,103.81,35.81,7.0444,15.598
763.94,797.16,290.54,556.59,54.316,20.611,27.224
761.8,812.82,291.19,65.826,13.898,4.8935,18.177
815.25,785.61,278.14,634.45,16.037,6.44,22.418
790.73,789.08,282.49,114.63,21.645,7.7324,23.288
796.41,799.8,288.37,724.46,76.359,21.073,17.625
847.91,786.5,279.31,396.3,26.563,6.7934,16.386
839.43,784.59,275.47,543.06,176.17,49.637,36.178
837.52,785.09,278,368.54,125.1,33.235,33.694
818.12,784.74,284.07,58.321,8.7416,4.8583,27.809
771.14,800.82,284.48,513.89,66.918,34.217,17.007
796.15,788.52,282.29,999.06,37.83,26.501,22.408
752.31,770.96,283.91,959.53,52.374,33.611,30.287
715.2,791.73,292.39,208.13,36.101,7.5411,19.621
781.54,789.72,281.48,42.813,23.497,5.7509,32.453
831.12,772.54,276.86,28.575,9.7548,8.5749,26.861
819.54,785.78,284.34,41.858,15.793,13.475,16.818
795.64,797.69,293.76,71.083,15.731,11.76,16.335
813.06,788.63,286.26,358.66,15.762,56.807,34.783
842.13,779.31,282.7,116.87,16.406,10.249,20.215
815.96,782.97,281.83,586.24,27.554,6.4995,19.982
785.86,794.72,289.9,230.43,54.484,18.259,24.977
841.85,779.29,284.63,930.27,72.4,9.2684,26.098
826.43,784.17,288.15,135.39,26.192,12.85,15.996
819.03,789.69,273.76,194.85,65.071,25.598,27.333
847.06,781.75,273.97,549.86,182.27,19.224,50.322
824.95,789.03,285.62,104.15,21.435,14.478,16.17
820.92,796.34,291.37,60.698,17.41,6.909,18.753
854.19,784.1,285.9,358.51,67.554,10.418,36.273
870.81,778.73,284.53,436.75,42.482,24.994,34.535
833.3,782.31,285.22,387.74,156.45,32.868,22.873
813.41,796.44,289.46,759.46,18.2,3.8312,24.709
845.9,790.29,289.91,240.62,51.574,20.116,25.83
853.73,778.65,288.03,590.3,34.887,51.793,29.114
809.73,796.82,289.08,352.48,158.15,27.055,26.178
817.16,788.54,287.69,366.73,96.738,19.377,44.956
822.36,793.02,290.76,140.69,11.149,11.759,36.015
772.69,787.44,289.23,597.37,53.944,48.786,26.509
706.07,775.9,287.29,110.92,23.068,14.917,21.257
724.84,796.05,289.38,271.72,24.361,11.576,16.335
802.91,784.41,283.06,620.24,23.715,46.619,41.923
853.29,778.99,281.28,258.58,49.952,9.1939,19.503
853.3,777.9,278.15,632.69,36.833,27.388,22.689
842.73,806.91,289.59,44.109,16.013,7.4205,25.944
871.85,783.77,287.24,42.012,17.291,10.298,21.271
862.95,785.27,284.84,16.11,5.6888,3.9437,16.832
833.37,790.73,287.83,18.747,10.339,2.6251,15.982
842.65,769.45,289.33,160.09,79.249,11.489,19.907
778.55,790.23,295.08,114.76,29.021,12.793,19.89
827.23,795.97,295.49,91.832,12.921,8.0107,19.917
881.79,780.38,286.51,63.509,27.465,7.8386,22.342
834.67,784.97,285.8,469.93,20.193,51.148,23.784
836.03,790.32,291.9,498.21,29.551,8.3455,37.674
860.77,778.62,288.87,324.59,69.21,18.236,35.819
819.61,782.93,285.2,632.55,87.222,15.443,26.853
817.69,786.81,285.61,477.44,151.48,38.749,33.314
836.34,770.73,285.3,431.77,109.01,25.247,33.363
794.57,785.1,293.3,70.635,28.908,7.2441,26.259
789.91,803.23,299.73,94.653,39.501,13.21,33.683
754.17,779.73,280.18,795.65,34.204,10.227,43.57
729.29,772.63,285.33,100.9,18.04,8.589,31.332
735.83,773.78,288.91,31.062,9.488,9.9547,20.426
695.68,806.43,291.45,166.44,159.44,19.958,17.023
751.2,804.24,280.08,216.24,134.47,21.218,39.624
788.85,778.16,275.29,533.81,146.95,51.553,32.787
748.64,818.51,290.83,262.95,28.945,6.3634,19.876
775.63,827.07,291.88,449.04,29.242,5.3341,15.373
822.98,793.64,281.12,128.34,9.4544,8.1563,22.811
